screen_id,module,route,title_en,title_ar,fields,actions,columns,notices,modals,code_evidence,runtime_evidence,screenshot_en,screenshot_ar,actions_tested,roles_tested,gaps
SCR-CRM-CampaignDetail,Crm,/Crm/CampaignDetail,? Model.Campaign.Name : Model.Campaign.NameEn)),? Model.Campaign.Name : Model.Campaign.NameEn)),4,4,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-CRM-Campaigns,Crm,/Crm/Campaigns,Campaigns,الحملات التسويقية,11,4,11,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-CRM-CrmRoles,Crm,/Crm/CrmRoles,CRM Roles,صلاحيات CRM,2,2,2,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-CustomFields,Crm,/Crm/CustomFields,Custom fields (CRM),الحقول المخصّصة (CRM),9,2,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-Forecast,Crm,/Crm/Forecast,Sales forecast,التنبؤ بالمبيعات,0,0,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-CRM-Index,Crm,/Crm/Index,CRM,إدارة العلاقات,0,7,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-CRM-Leads,Crm,/Crm/Leads,Leads,العملاء المحتملون,14,4,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-CRM-ListEditor,Crm,/Crm/ListEditor,New list,قائمة جديدة,7,4,2,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-MarketingLists,Crm,/Crm/MarketingLists,Marketing lists,القوائم التسويقية,2,2,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-CRM-Opportunities,Crm,/Crm/Opportunities,Opportunities,الفرص,13,4,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-CRM-OpportunityInsights,Crm,/Crm/OpportunityInsights,Opportunity Insights,تحليلات الفرص,3,6,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,3 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-CRM-OpportunityProducts,Crm,/Crm/OpportunityProducts,,,0,6,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 1 icon-only action(s) — must be illustrated
SCR-CRM-Pipeline,Crm,/Crm/Pipeline,Sales pipeline,مسار المبيعات,0,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-CRM-PipelineEditor,Crm,/Crm/PipelineEditor,New pipeline,مسار جديد,4,5,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-Pipelines,Crm,/Crm/Pipelines,Pipelines,المسارات,0,2,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-Reports,Crm,/Crm/Reports,CRM 360° reports,تقارير CRM 360°,0,0,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-CRM-ScoringRules,Crm,/Crm/ScoringRules,Lead scoring & automation,Lead scoring & automation,10,6,4,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 1 icon-only action(s) — must be illustrated
SCR-CRM-SlaPolicies,Crm,/Crm/SlaPolicies,SLA policies,سياسات SLA,5,4,5,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-TicketEditor,Crm,/Crm/TicketEditor,New ticket,تذكرة جديدة,8,3,0,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-CRM-Tickets,Crm,/Crm/Tickets,Tickets,التذاكر,4,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-CURRENCY-Currencies,Currency,/Currency/Currencies,Currencies,العملات,6,4,5,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-CURRENCY-ExchangeRates,Currency,/Currency/ExchangeRates,Exchange Rates,أسعار الصرف,5,3,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-CURRENCY-Revaluation,Currency,/Currency/Revaluation,FX Revaluation,إعادة تقييم العملات الأجنبية,2,2,13,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-CURRENCY-Setup,Currency,/Currency/Setup,Functional Currency Setup,إعداد العملة الوظيفية,1,2,3,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-DOCUMENTS-Workspace,Documents,/Documents/Workspace,,,0,2,6,1,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation
SCR-EMPLOYEEONBOARDING-Index,EmployeeOnboarding,/EmployeeOnboarding/Index,Employee onboarding,التحاق الموظف,2,7,6,2,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-FILEMANAGER-Index,FileManager,/FileManager/Index,File Manager,إدارة الملفات,8,9,4,0,2,repository-verified,runtime viewed,yes,no,none — no action was performed on any screen,administrator only,no Arabic screenshot; 5 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-HOME-Index,Home,/Home/Index,Welcome,مرحبا,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-HOME-Privacy,Home,/Home/Privacy,,,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation
SCR-HOME-Store,Home,/Home/Store,Don’t miss amazing,Don’t miss amazing,0,249,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 228 icon-only action(s) — must be illustrated
SCR-HYPER-Customer,Hyper,/Hyper/Customer,,,3,3,0,2,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 1 icon-only action(s) — must be illustrated
SCR-HYPER-Dashboard,Hyper,/Hyper/Dashboard,,,1,1,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-HYPER-HyperItemMargin,Hyper,/Hyper/HyperItemMargin,,,3,1,8,1,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 3 field(s) with no caption
SCR-HYPER-HyperSales,Hyper,/Hyper/HyperSales,,,3,2,6,1,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 3 field(s) with no caption
SCR-HYPER-PosLane,Hyper,/Hyper/PosLane,,,3,7,4,1,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 2 field(s) with no caption; 2 icon-only action(s) — must be illustrated
SCR-HYPER-PosLogin,Hyper,/Hyper/PosLogin,Hypermarket,الهايبر ماركت,2,1,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 2 field(s) with no caption
SCR-HYPER-PosStart,Hyper,/Hyper/PosStart,Choose your terminal,اختر جهازك,2,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot
SCR-HYPER-PriceCheck,Hyper,/Hyper/PriceCheck,,,1,1,0,1,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 1 icon-only action(s) — must be illustrated
SCR-HYPER-Receipts,Hyper,/Hyper/Receipts,,,0,2,3,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation
SCR-INVENTORY-Approvals,Inventory,/Inventory/Approvals,Inventory approvals,اعتمادات المخزون,0,2,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-Batches,Inventory,/Inventory/Batches,Batches & expiry,Batches & expiry,1,1,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 1 field(s) with no caption
SCR-INVENTORY-BulkPriceChange,Inventory,/Inventory/BulkPriceChange,Bulk price change,تغيير الأسعار جماعيًّا,8,3,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-CapitalizeAsset,Inventory,/Inventory/CapitalizeAsset,Capitalize asset from stock,رسملة أصل من المخزون,4,2,0,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-Categories,Inventory,/Inventory/Categories,Item Categories,تصنيفات الأصناف,1,4,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-CategoryForm,Inventory,/Inventory/CategoryForm,Edit category,تعديل فئة,13,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 2 field(s) with no caption
SCR-INVENTORY-Deliveries,Inventory,/Inventory/Deliveries,Delivery notes,أذون الصرف / التسليم,2,2,8,0,0,repository-verified,runtime viewed,yes,no,none — no action was performed on any screen,administrator only,no Arabic screenshot; 1 field(s) with no caption
SCR-INVENTORY-DocumentDetails,Inventory,/Inventory/DocumentDetails,? Model.Title : Model.TitleEn)),? Model.Title : Model.TitleEn)),0,2,1,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot
SCR-INVENTORY-ExpiryAlerts,Inventory,/Inventory/ExpiryAlerts,Expiry alerts,تنبيهات الصلاحية,1,1,7,0,0,repository-verified,runtime viewed,no,yes,none — no action was performed on any screen,administrator only,no English screenshot; 1 field(s) with no caption
SCR-INVENTORY-GoodsReceipts,Inventory,/Inventory/GoodsReceipts,Goods receipts,أذون الاستلام,2,2,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-Index,Inventory,/Inventory/Index,Inventory,المخزون,0,5,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-IntegrityReconciliation,Inventory,/Inventory/IntegrityReconciliation,Integrity reconciliation,تسوية السلامة,0,4,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-InventoryRoles,Inventory,/Inventory/InventoryRoles,Inventory roles,أدوار وصلاحيات المخزون,3,2,3,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-ItemForm,Inventory,/Inventory/ItemForm,Edit item,تعديل صنف,41,13,16,3,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 17 field(s) with no caption; 5 icon-only action(s) — must be illustrated
SCR-INVENTORY-ItemLedger,Inventory,/Inventory/ItemLedger,Item ledger,دفتر حركة الصنف,1,1,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-ItemLocations,Inventory,/Inventory/ItemLocations,Item locations,مواقع الأصناف,2,1,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-Items,Inventory,/Inventory/Items,Items,الأصناف,5,3,7,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-LandedCosts,Inventory,/Inventory/LandedCosts,Landed costs,التكاليف الإضافية,1,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-ManufDashboard,Inventory,/Inventory/ManufDashboard,Manufacturing,التصنيع,0,5,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-ManufReports,Inventory,/Inventory/ManufReports,Manufacturing reports,تقارير التصنيع,2,1,16,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-NewAssembly,Inventory,/Inventory/NewAssembly,Assembly / Disassembly order,أمر تجميع / تفكيك,5,2,5,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-NewCount,Inventory,/Inventory/NewCount,New Stock Count,جرد فعلي جديد,3,4,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-NewDelivery,Inventory,/Inventory/NewDelivery,New Delivery Note,إذن صرف جديد,4,5,6,2,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewGoodsReceipt,Inventory,/Inventory/NewGoodsReceipt,New Goods Receipt,إذن استلام جديد,6,5,8,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewLandedCost,Inventory,/Inventory/NewLandedCost,New Landed Cost,تكلفة إضافية (Landed Cost),4,4,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewMovement,Inventory,/Inventory/NewMovement,New stock movement,حركة مخزون جديدة,13,2,0,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-NewPurchaseOrder,Inventory,/Inventory/NewPurchaseOrder,New Purchase Order,أمر شراء جديد,5,5,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewQuotation,Inventory,/Inventory/NewQuotation,New Quotation,عرض سعر جديد,7,5,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewSalesOrder,Inventory,/Inventory/NewSalesOrder,New Sales Order,أمر بيع جديد,7,5,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewTransfer,Inventory,/Inventory/NewTransfer,New Stock Transfer,تحويل بين المخازن,4,4,7,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-NewWorkOrder,Inventory,/Inventory/NewWorkOrder,New work order,أمر تشغيل جديد,8,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-NewWriteOff,Inventory,/Inventory/NewWriteOff,New write-off / damage,إعدام / تلف جديد,4,3,7,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-OpeningBalances,Inventory,/Inventory/OpeningBalances,Opening balances (Go-Live),الأرصدة الافتتاحية (Go-Live),16,8,6,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-PlanDetails,Inventory,/Inventory/PlanDetails,Generated,Generated,4,4,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-Planning,Inventory,/Inventory/Planning,Reorder planning,تخطيط النواقص,3,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-PoMatch,Inventory,/Inventory/PoMatch,Three-way match,المطابقة الثلاثية,0,1,8,2,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-PriceListEditor,Inventory,/Inventory/PriceListEditor,Edit price list,تعديل قائمة أسعار,17,5,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-PriceLists,Inventory,/Inventory/PriceLists,Price lists,قوائم الأسعار,3,2,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-ProductionPlanning,Inventory,/Inventory/ProductionPlanning,Production planning (MRP),تخطيط الإنتاج (MRP),3,6,3,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-PromotionEditor,Inventory,/Inventory/PromotionEditor,New promotion,عرض جديد,15,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-Promotions,Inventory,/Inventory/Promotions,Promotions,العروض والخصومات,3,2,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-PurchaseOrders,Inventory,/Inventory/PurchaseOrders,Purchase orders,أوامر الشراء,3,2,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-QuotationDetails,Inventory,/Inventory/QuotationDetails,Quotation,عرض سعر,0,5,7,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-Quotations,Inventory,/Inventory/Quotations,Quotations,عروض الأسعار,3,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-RackBalances,Inventory,/Inventory/RackBalances,Rack stock,جرد الرفوف,5,6,8,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 field(s) with no caption; 3 icon-only action(s) — must be illustrated
SCR-INVENTORY-ReorderReport,Inventory,/Inventory/ReorderReport,Reorder / Low stock,النواقص وإعادة الطلب,2,1,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-ReorderSettings,Inventory,/Inventory/ReorderSettings,Reorder settings,حدود إعادة الطلب,2,1,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-Reports,Inventory,/Inventory/Reports,Inventory reports,تقارير المخزون,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-RiskInsights,Inventory,/Inventory/RiskInsights,Risk Insights,تحليلات المخاطر,0,5,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-Routing,Inventory,/Inventory/Routing,Routing,مسار التصنيع,6,6,4,1,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-SalesOrders,Inventory,/Inventory/SalesOrders,Sales orders,أوامر البيع,3,2,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-Serials,Inventory,/Inventory/Serials,Serial numbers,الأرقام التسلسلية,2,0,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 field(s) with no caption
SCR-INVENTORY-Settings,Inventory,/Inventory/Settings,Inventory settings,إعدادات المخزون,7,1,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-ShelfLabels,Inventory,/Inventory/ShelfLabels,Shelf labels,بطاقات الرفّ,1,1,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-StagnantReport,Inventory,/Inventory/StagnantReport,Slow-moving items,الأصناف الراكدة,3,1,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-StockBalances,Inventory,/Inventory/StockBalances,Stock on-hand,أرصدة المخزون,4,3,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-StockCounts,Inventory,/Inventory/StockCounts,Stock counts,الجرد والتسويات,1,2,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-StockMovements,Inventory,/Inventory/StockMovements,Stock movements,حركات المخزون,3,3,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-StockTransfers,Inventory,/Inventory/StockTransfers,Stock transfers,التحويلات بين المخازن,1,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-Units,Inventory,/Inventory/Units,Units of Measure,وحدات القياس,3,3,3,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-ValuationReport,Inventory,/Inventory/ValuationReport,Inventory Valuation,تقرير تقييم المخزون,2,1,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-INVENTORY-WarehouseSections,Inventory,/Inventory/WarehouseSections,Warehouse sections / racks,سيكشنات / رفوف المخزن,5,5,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,3 icon-only action(s) — must be illustrated
SCR-INVENTORY-Warehouses,Inventory,/Inventory/Warehouses,Warehouses,المخازن,2,4,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-WorkCenters,Inventory,/Inventory/WorkCenters,Work centers,مراكز العمل,6,5,5,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-INVENTORY-WorkOrderDetails,Inventory,/Inventory/WorkOrderDetails,Draft,مسودة,17,12,10,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-INVENTORY-WorkOrders,Inventory,/Inventory/WorkOrders,Work orders,أوامر التشغيل,3,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-INVENTORY-WriteOffs,Inventory,/Inventory/WriteOffs,Write-offs & damage,Write-offs & damage,1,2,7,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 1 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-NOTIFICATIONS-Index,Notifications,/Notifications/Index,Notifications,الإشعارات,3,3,0,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 field(s) with no caption
SCR-PEOPLE-Attendance,People,/People/Attendance,My attendance,حضوري,2,0,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 field(s) with no caption
SCR-PEOPLE-Dashboard,People,/People/Dashboard,,,0,2,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation
SCR-PEOPLE-Leaves,People,/People/Leaves,Leaves,الإجازات,5,5,0,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-PEOPLE-LetterPrint,People,/People/LetterPrint,,,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation
SCR-PEOPLE-MyAppraisal,People,/People/MyAppraisal,Performance appraisal,تقييم الأداء,1,2,4,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PEOPLE-MyAppraisals,People,/People/MyAppraisals,My appraisals,تقييماتي,0,1,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PEOPLE-MyTrainings,People,/People/MyTrainings,My trainings,تدريباتي,0,0,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PEOPLE-Payslip,People,/People/Payslip,Payslip,قسيمة راتب,0,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PEOPLE-Payslips,People,/People/Payslips,My payslips,قسائم راتبي,0,1,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PEOPLE-Profile,People,/People/Profile,My Profile,ملفي الشخصي,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PEOPLE-Requests,People,/People/Requests,My Requests — letters & permissions,My Requests — letters & permissions,7,4,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user
SCR-PEOPLE-Structure,People,/People/Structure,Org Structure,الهيكل الإداري,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PORTAL-Choose,Portal,/Portal/Choose,"Welcome,",أهلاً بك،,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-POS-Areas,Pos,/Pos/Areas,Dining areas & kitchen stations,Dining areas & kitchen stations,7,5,7,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 4 icon-only action(s) — must be illustrated
SCR-POS-CashierRoles,Pos,/Pos/CashierRoles,Cashier roles,أدوار الكاشير,4,2,2,2,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
SCR-POS-Dashboard,Pos,/Pos/Dashboard,Restaurant,المطعم,0,4,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 icon-only action(s) — must be illustrated
