screen_id,language,filename,route,final_url,role,state,http_status,page_title,heading,html_lang,direction,inputs,buttons,table_rows,modals,reauthenticated,dev_overlay_visible,capture_date,viewport,privacy_treatment,verification_level,intended_manual_section,workflows,capture_error
SCR-ADMIN-Attendance,ar,admin-attendance.ar.png,/Admin/Attendance,/Admin/Attendance,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,ملخص الحضور الشهري,ar,rtl,23,16,9,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-Attendance,en,admin-attendance.en.png,/Admin/Attendance,/Admin/Attendance,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Monthly attendance summary,en,ltr,23,16,9,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-AttendanceEntry,ar,admin-attendanceentry.ar.png,/Admin/AttendanceEntry,/Admin/AttendanceEntry,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,تسجيل الحضور والانصراف,ar,rtl,28,16,5,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:5 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-AttendanceEntry,en,admin-attendanceentry.en.png,/Admin/AttendanceEntry,/Admin/AttendanceEntry,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Record attendance,en,ltr,28,16,5,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:5 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-CourseEnrollments,ar,admin-courseenrollments.ar.png,/Admin/CourseEnrollments,/Admin/TrainingCourses,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,الدورات التدريبية,ar,rtl,22,33,6,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-CourseEnrollments,en,admin-courseenrollments.en.png,/Admin/CourseEnrollments,/Admin/TrainingCourses,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Training courses,en,ltr,22,33,6,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-DocExpiryAlerts,ar,admin-docexpiryalerts.ar.png,/Admin/DocExpiryAlerts,/Admin/DocExpiryAlerts,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,تنبيهات انتهاء المستندات والعقود,ar,rtl,22,35,9,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:8 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-DocExpiryAlerts,en,admin-docexpiryalerts.en.png,/Admin/DocExpiryAlerts,/Admin/DocExpiryAlerts,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Document & contract expiry alerts,en,ltr,22,35,9,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:8 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-EmployeeData,ar,admin-employeedata.ar.png,/Admin/EmployeeData,/Admin/EmployeeData,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,تسجيل موظف,ar,rtl,43,23,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-EmployeeData,en,admin-employeedata.en.png,/Admin/EmployeeData,/Admin/EmployeeData,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Employee Registration,en,ltr,43,23,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-EmployeesList,ar,admin-employeeslist.ar.png,/Admin/EmployeesList,/Admin/EmployeesList,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,قائمة الموظفين,ar,rtl,34,35,10,2,no,no,2026-09-20,1440x900,"development data; automatic scan flagged: email:10,phone-like:1 — REVIEW BEFORE PUBLICATION",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-EmployeesList,en,admin-employeeslist.en.png,/Admin/EmployeesList,/Admin/EmployeesList,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Employees List,en,ltr,34,35,10,2,no,no,2026-09-20,1440x900,"development data; automatic scan flagged: email:10,phone-like:1 — REVIEW BEFORE PUBLICATION",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-FinalSettlement,ar,admin-finalsettlement.ar.png,/Admin/FinalSettlement,/Admin/FinalSettlement,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,إنهاء الخدمة والتسوية النهائية,ar,rtl,25,15,2,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-FinalSettlement,en,admin-finalsettlement.en.png,/Admin/FinalSettlement,/Admin/FinalSettlement,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Termination & final settlement,en,ltr,25,15,2,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-HolidaysList,ar,admin-holidayslist.ar.png,/Admin/HolidaysList,/Admin/HolidaysList,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,العطلات الرسمية,ar,rtl,27,39,11,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:11 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-HolidaysList,en,admin-holidayslist.en.png,/Admin/HolidaysList,/Admin/HolidaysList,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Official holidays,en,ltr,27,39,11,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:11 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-HrDocuments,ar,admin-hrdocuments.ar.png,/Admin/HrDocuments,/Admin/HrDocuments,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,مستندات وعقود الموظفين,ar,rtl,23,18,0,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-HrDocuments,en,admin-hrdocuments.en.png,/Admin/HrDocuments,/Admin/HrDocuments,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Employee contracts & documents,en,ltr,23,18,0,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-Index,ar,admin-index.ar.png,/Admin/Index,/Admin/Index,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,الموارد البشرية,ar,rtl,21,21,6,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-Index,en,admin-index.en.png,/Admin/Index,/Admin/Index,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Human Resources,en,ltr,21,21,6,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-JobTitle,ar,admin-jobtitle.ar.png,/Admin/JobTitle,/Admin/JobTitle,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,بيانات المسمي الوظيفي,ar,rtl,24,18,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-JobTitle,en,admin-jobtitle.en.png,/Admin/JobTitle,/Admin/JobTitle,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Job Title Data,en,ltr,24,18,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-JobTitlesList,ar,admin-jobtitleslist.ar.png,/Admin/JobTitlesList,/Admin/JobTitlesList,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,قائمة المسميات,ar,rtl,29,30,5,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-JobTitlesList,en,admin-jobtitleslist.en.png,/Admin/JobTitlesList,/Admin/JobTitlesList,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Job Titles List,en,ltr,29,30,5,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-LeaveAccrual,ar,admin-leaveaccrual.ar.png,/Admin/LeaveAccrual,/Admin/LeaveAccrual,development administrator (single session),rendered-empty-state,200,لوحة تحكم CrossBuy,بدل الإجازات ومخصصها,ar,rtl,29,16,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-LeaveAccrual,en,admin-leaveaccrual.en.png,/Admin/LeaveAccrual,/Admin/LeaveAccrual,development administrator (single session),rendered-empty-state,200,CrossBuy Admin,Leave encashment & provision,en,ltr,29,16,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-LeaveCarryOver,ar,admin-leavecarryover.ar.png,/Admin/LeaveCarryOver,/Admin/LeaveCarryOver,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,ترحيل رصيد الإجازات السنوي,ar,rtl,22,15,27,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-LeaveCarryOver,en,admin-leavecarryover.en.png,/Admin/LeaveCarryOver,/Admin/LeaveCarryOver,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Annual leave carry-over,en,ltr,22,15,27,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-LeaveTypesList,ar,admin-leavetypeslist.ar.png,/Admin/LeaveTypesList,/Admin/LeaveTypesList,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,أنواع الأجازات,ar,rtl,31,29,4,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-LeaveTypesList,en,admin-leavetypeslist.en.png,/Admin/LeaveTypesList,/Admin/LeaveTypesList,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Types of Leaves,en,ltr,31,29,4,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,WF-HR-01,
SCR-ADMIN-Polices,ar,admin-polices.ar.png,/Admin/Polices,/Admin/Polices,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,اللوائح والسياسات,ar,rtl,93,59,30,6,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-Polices,en,admin-polices.en.png,/Admin/Polices,/Admin/Polices,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Policies,en,ltr,93,59,30,6,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-PolicesData,ar,admin-policesdata.ar.png,/Admin/PolicesData,/Admin/PolicesData,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,اللوائح والسياسات,ar,rtl,46,46,5,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-PolicesData,en,admin-policesdata.en.png,/Admin/PolicesData,/Admin/PolicesData,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Policies,en,ltr,46,46,5,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-RequiredDocTypesList,ar,admin-requireddoctypeslist.ar.png,/Admin/RequiredDocTypesList,/Admin/RequiredDocTypesList,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,أنواع المستندات المطلوبة,ar,rtl,27,29,6,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-RequiredDocTypesList,en,admin-requireddoctypeslist.en.png,/Admin/RequiredDocTypesList,/Admin/RequiredDocTypesList,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Required documents,en,ltr,27,29,6,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-TrainingCourseEditor,ar,admin-trainingcourseeditor.ar.png,/Admin/TrainingCourseEditor,/Admin/TrainingCourseEditor,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,دورة تدريبية جديدة,ar,rtl,37,16,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-TrainingCourseEditor,en,admin-trainingcourseeditor.en.png,/Admin/TrainingCourseEditor,/Admin/TrainingCourseEditor,development administrator (single session),rendered-with-data,200,CrossBuy Admin,New course,en,ltr,37,16,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-TrainingCourses,ar,admin-trainingcourses.ar.png,/Admin/TrainingCourses,/Admin/TrainingCourses,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,الدورات التدريبية,ar,rtl,22,33,6,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ADMIN-TrainingCourses,en,admin-trainingcourses.en.png,/Admin/TrainingCourses,/Admin/TrainingCourses,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Training courses,en,ltr,22,33,6,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4/11 — Setting up & People,,
SCR-ANNOUNCEMENTS-Index,ar,announcements-index.ar.png,/Announcements/Index,/Announcements/Index,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,الإعلانات,ar,rtl,32,20,3,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-ANNOUNCEMENTS-Index,en,announcements-index.en.png,/Announcements/Index,/Announcements/Index,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Announcements,en,ltr,32,20,3,3,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-APPROVALS-Index,ar,approvals-index.ar.png,/Approvals/Index,/Approvals/Index,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,موافقاتي,ar,rtl,21,23,9,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:18 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,WF-APPR-01,
SCR-APPROVALS-Index,en,approvals-index.en.png,/Approvals/Index,/Approvals/Index,development administrator (single session),rendered-with-data,200,CrossBuy Admin,My approvals,en,ltr,21,23,9,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:18 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,WF-APPR-01,
SCR-BRAND-BrandEditor,ar,brand-brandeditor.ar.png,/Brand/BrandEditor,/Brand/BrandEditor,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,علامة تجارية جديدة,ar,rtl,37,16,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4 — Setting up,,
SCR-BRAND-BrandEditor,en,brand-brandeditor.en.png,/Brand/BrandEditor,/Brand/BrandEditor,development administrator (single session),rendered-with-data,200,CrossBuy Admin,New brand,en,ltr,37,16,0,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4 — Setting up,,
SCR-BRAND-Brands,ar,brand-brands.ar.png,/Brand/Brands,/Brand/Brands,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,العلامات التجارية,ar,rtl,23,23,3,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4 — Setting up,,
SCR-BRAND-Brands,en,brand-brands.en.png,/Brand/Brands,/Brand/Brands,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Brands,en,ltr,23,23,3,2,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 4 — Setting up,,
SCR-BUSINESSEVENTMONITOR-Index,ar,businesseventmonitor-index.ar.png,/BusinessEventMonitor/Index,/BusinessEventMonitor/Index,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,مراقب أحداث المنصّة,ar,rtl,39,42,25,3,no,no,2026-09-20,1440x900,"development data; automatic scan flagged: email:1,phone-like:8 — REVIEW BEFORE PUBLICATION",runtime viewed (screen renders); no action performed,Part 13 — Reports and analytics,,
SCR-BUSINESSEVENTMONITOR-Index,en,businesseventmonitor-index.en.png,/BusinessEventMonitor/Index,/BusinessEventMonitor/Index,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Business Event Monitor,en,ltr,39,42,25,3,no,no,2026-09-20,1440x900,"development data; automatic scan flagged: email:1,phone-like:8 — REVIEW BEFORE PUBLICATION",runtime viewed (screen renders); no action performed,Part 13 — Reports and analytics,,
SCR-CALENDAR-Index,ar,calendar-index.ar.png,/Calendar/Index,/Calendar/Index,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,التقويم,ar,rtl,40,20,7,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:6 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CALENDAR-Index,en,calendar-index.en.png,/Calendar/Index,/Calendar/Index,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Calendar,en,ltr,40,20,7,3,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:6 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CALENDAR-ResourceView,ar,calendar-resourceview.ar.png,/Calendar/ResourceView,/Calendar/ResourceView,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,عرض الموارد,ar,rtl,22,13,11,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CALENDAR-ResourceView,en,calendar-resourceview.en.png,/Calendar/ResourceView,/Calendar/ResourceView,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Resource view,en,ltr,22,13,11,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CALENDAR-Timeline,ar,calendar-timeline.ar.png,/Calendar/Timeline,/Calendar/Timeline,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,الجدول الزمني,ar,rtl,22,14,30,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CALENDAR-Timeline,en,calendar-timeline.en.png,/Calendar/Timeline,/Calendar/Timeline,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Timeline,en,ltr,22,14,30,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CHAT-Index,ar,chat-index.ar.png,/Chat/Index,/Chat/Index,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,المحادثات,ar,rtl,30,26,0,7,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CHAT-Index,en,chat-index.en.png,/Chat/Index,/Chat/Index,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Chat,en,ltr,30,26,0,7,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-CLIENTPORTAL-Index,ar,clientportal-index.ar.png,/ClientPortal/Index,/ClientPortal/Index,development administrator (single session),rendered-but-near-empty,200,No portal access — CrossBusiness,,ar,rtl,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,WF-EXT-01,
SCR-CLIENTPORTAL-Index,en,clientportal-index.en.png,/ClientPortal/Index,/ClientPortal/Index,development administrator (single session),rendered-with-data,200,No portal access — CrossBusiness,,en,ltr,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,WF-EXT-01,
SCR-CLIENTPORTAL-Invoices,ar,clientportal-invoices.ar.png,/ClientPortal/Invoices,/ClientPortal/Invoices,development administrator (single session),rendered-but-near-empty,200,Invoices & Payments — CrossBusiness,الفواتير والمدفوعات,ar,rtl,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,,
SCR-CLIENTPORTAL-Invoices,en,clientportal-invoices.en.png,/ClientPortal/Invoices,/ClientPortal/Invoices,development administrator (single session),rendered-but-near-empty,200,Invoices & Payments — CrossBusiness,Invoices & Payments,en,ltr,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,,
SCR-CLIENTPORTAL-NoAccess,ar,,/ClientPortal/NoAccess,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 15 — Outside the company,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/ClientPortal/NoAccess
Call log:
[2m  - navigating to ""https://localhost:44368/"
SCR-CLIENTPORTAL-NoAccess,en,,/ClientPortal/NoAccess,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 15 — Outside the company,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/ClientPortal/NoAccess
Call log:
[2m  - navigating to ""https://localhost:44368/"
SCR-CLIENTPORTAL-Projects,ar,,/ClientPortal/Projects,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 15 — Outside the company,,"Error: page.goto: Navigation to ""https://localhost:44368/ClientPortal/Projects"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navigati"
SCR-CLIENTPORTAL-Projects,en,clientportal-projects.en.png,/ClientPortal/Projects,/ClientPortal/Projects,development administrator (single session),rendered-but-near-empty,200,My Projects — CrossBusiness,My Projects,en,ltr,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,,
SCR-CLIENTPORTAL-Quotations,ar,clientportal-quotations.ar.png,/ClientPortal/Quotations,/ClientPortal/Quotations,development administrator (single session),rendered-but-near-empty,200,Quotations — CrossBusiness,عروض الأسعار,ar,rtl,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,,
SCR-CLIENTPORTAL-Quotations,en,clientportal-quotations.en.png,/ClientPortal/Quotations,/ClientPortal/Quotations,development administrator (single session),rendered-but-near-empty,200,Quotations — CrossBusiness,Quotations,en,ltr,0,0,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 15 — Outside the company,,
